CIDADE,DATA_COMUNICACAO_BO,FLAG_STATUS,VIOLENCIA_DOMESTICA,RUBRICA,DESCR_SUBTIPOLOCAL,DESCR_RELACIONAMENTO,IDADE_PESSOA,DESCR_PROFISSAO,DESCR_GRAU_INSTRUCAO
GUARA                                   ,2020-03-18,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),CASA,CASAMENTO                               ,61,PRENDAS DOMESTICAS            ,1 Grau incompleto                       
GUARA                                   ,2020-03-18,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,CASAMENTO                               ,61,PRENDAS DOMESTICAS            ,1 Grau incompleto                       
RIBEIRAO PRETO                          ,2020-03-18,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),VIA PÚBLICA,CASAMENTO                               ,59,INSTRUMENTADOR CIRURGICO      ,2 Grau completo                         
RIBEIRAO PRETO                          ,2020-03-18,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,NENHUMA RELACAO                         ,29,OUTROS                        ,
RIBEIRAO PRETO                          ,2020-03-18,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),OUTROS,CASAMENTO                               ,50,PROFESSOR(A)                  ,
RIBEIRAO PRETO                          ,2020-03-18,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,CASAMENTO                               ,25,NAO INFORMADA                 ,
IBITINGA                                ,2020-03-18,Consumado,,Homicídio culposo na direção de veículo automotor (Art. 302),OUTROS,,70,APOSENTADO(A)                 ,
RIBEIRAO PRETO                          ,2020-03-18,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,CASAMENTO                               ,25,NAO INFORMADA                 ,
FRANCA                                  ,2020-03-18,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),VIA PÚBLICA,ENVOLVIMENTO AMOROSO                    ,28,PRENDAS DOMESTICAS            ,2 Grau completo                         
ITUVERAVA                               ,2020-03-18,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,CASAMENTO                               ,34,TECNICO EM ENFERMAGEM         ,
FRANCA                                  ,2020-03-18,Consumado,,Art. 215A - Importunação Sexual,CASA,,16,ESTUDANTE                     ,
FRANCA                                  ,2020-03-18,Consumado,,Ameaça (art. 147),APARTAMENTO,,38,NAO INFORMADA                 ,
ITUVERAVA                               ,2020-03-18,Consumado,,Ameaça (art. 147),VIA PÚBLICA-DEFRENTE A RESIDÊNCIA DA VÍTIMA,,25,CABELEIREIRO(A)               ,1 Grau completo                         
RIBEIRAO PRETO                          ,2020-03-18,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),CASA,NENHUMA RELACAO                         ,29,OUTROS                        ,
FRANCA                                  ,2020-03-18,Consumado,,Dano (art. 163),APARTAMENTO,,38,NAO INFORMADA                 ,
RIBEIRAO PRETO                          ,2020-03-18,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),VIA PÚBLICA,CASAMENTO                               ,59,INSTRUMENTADOR CIRURGICO      ,2 Grau completo                         
RIBEIRAO PRETO                          ,2020-03-19,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),CASA,UNIAO ESTAVEL                           ,47,OPERADOR DE COBRANCA BANCARIA ,
FERNANDO PRESTES                        ,2020-03-19,Consumado,,Lesão corporal (art. 129),CASA,,17,ESTUDANTE                     ,2 Grau incompleto                       
ARARAQUARA                              ,2020-03-19,Consumado,,Injúria (art. 140),CASA,,60,NAO INFORMADA                 ,
RIBEIRAO PRETO                          ,2020-03-19,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,UNIAO ESTAVEL                           ,47,OPERADOR DE COBRANCA BANCARIA ,
ARARAQUARA                              ,2020-03-19,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,CASAMENTO                               ,35,PRENDAS DOMESTICAS            ,1 Grau incompleto                       
RIBEIRAO PRETO                          ,2020-03-19,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,ENVOLVIMENTO AMOROSO                    ,29,RECEPCIONISTA                 ,
ARARAQUARA                              ,2020-03-19,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,PARENTESCO                              ,15,ESTUDANTE                     ,2 Grau incompleto                       
IBITINGA                                ,2020-03-19,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),VIA PÚBLICA,CASAMENTO                               ,38,COSTUREIRO(A)                 ,1 Grau completo                         
RIBEIRAO PRETO                          ,2020-03-19,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),APARTAMENTO,PARENTESCO                              ,61,COMERCIANTE                   ,
RIBEIRAO PRETO                          ,2020-03-19,Consumado,,Ameaça (art. 147),CASA,UNIAO ESTAVEL                           ,37,OPERADOR(A) TELEMARKETING     ,
RIBEIRAO PRETO                          ,2020-03-19,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,UNIAO ESTAVEL                           ,47,OPERADOR DE COBRANCA BANCARIA ,
RIBEIRAO PRETO                          ,2020-03-19,Consumado,,Injúria (art. 140),CASA,UNIAO ESTAVEL                           ,37,OPERADOR(A) TELEMARKETING     ,
RIBEIRAO PRETO                          ,2020-03-19,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),APARTAMENTO,UNIAO ESTAVEL                           ,22,AUXILIAR DE COZINHA           ,
RIBEIRAO PRETO                          ,2020-03-19,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,UNIAO ESTAVEL                           ,24,ATENDENTE                     ,
IBITINGA                                ,2020-03-19,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,UNIAO ESTAVEL                           ,25,AUTONOMO(A)                   ,1 Grau incompleto                       
IBITINGA                                ,2020-03-19,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),VIA PÚBLICA-DEFRENTE A RESIDÊNCIA DA VÍTIMA,UNIAO ESTAVEL                           ,51,NAO INFORMADA                 ,Superior completo                       
RIBEIRAO PRETO                          ,2020-03-19,Consumado,,Injúria (art. 140),OUTROS,,32,ANALISTA                      ,Superior completo                       
RIBEIRAO PRETO                          ,2020-03-19,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),VIA PÚBLICA-DEFRENTE A RESIDÊNCIA DA VÍTIMA,ENVOLVIMENTO AMOROSO                    ,18,AGENTE DE APOIO               ,
RIBEIRAO PRETO                          ,2020-03-19,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),VIA PÚBLICA-DEFRENTE A RESIDÊNCIA DA VÍTIMA,ENVOLVIMENTO AMOROSO                    ,18,AGENTE DE APOIO               ,
RIBEIRAO PRETO                          ,2020-03-19,Consumado,,Ameaça (art. 147),OUTROS,,30,RECEPCIONISTA                 ,
IBITINGA                                ,2020-03-19,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),VIA PÚBLICA,CASAMENTO                               ,38,COSTUREIRO(A)                 ,1 Grau completo                         
RIBEIRAO PRETO                          ,2020-03-19,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),VIA PÚBLICA-DEFRENTE A RESIDÊNCIA DA VÍTIMA,NENHUMA RELACAO                         ,42,NAO INFORMADA                 ,Superior completo                       
RIBEIRAO PRETO                          ,2020-03-19,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),CASA,ENVOLVIMENTO AMOROSO                    ,29,RECEPCIONISTA                 ,
RIBEIRAO PRETO                          ,2020-03-19,Consumado,,Ameaça (art. 147),OUTROS,,32,ANALISTA                      ,Superior completo                       
RIBEIRAO PRETO                          ,2020-03-19,Consumado,,Ameaça (art. 147),CASA,UNIAO ESTAVEL                           ,32,PRENDAS DOMESTICAS            ,
RIBEIRAO PRETO                          ,2020-03-19,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),APARTAMENTO,PARENTESCO                              ,61,COMERCIANTE                   ,
ARARAQUARA                              ,2020-03-19,Consumado,,Ameaça (art. 147),CASA,,60,NAO INFORMADA                 ,
RIBEIRAO PRETO                          ,2020-03-19,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),APARTAMENTO,PARENTESCO                              ,85,NAO INFORMADA                 ,
RIBEIRAO PRETO                          ,2020-03-19,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),APARTAMENTO,PARENTESCO                              ,85,NAO INFORMADA                 ,
RIBEIRAO PRETO                          ,2020-03-19,Consumado,,Injúria (art. 140),CASA,UNIAO ESTAVEL                           ,32,PRENDAS DOMESTICAS            ,
RIBEIRAO PRETO                          ,2020-03-19,Consumado,,Lesão corporal (art. 129),OUTROS,,30,RECEPCIONISTA                 ,
IBITINGA                                ,2020-03-19,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,UNIAO ESTAVEL                           ,25,AUTONOMO(A)                   ,1 Grau incompleto                       
IBITINGA                                ,2020-03-19,Consumado,VIOLÊNCIA DOMESTICA,Dano (art. 163),VIA PÚBLICA-DEFRENTE A RESIDÊNCIA DA VÍTIMA,UNIAO ESTAVEL                           ,15,ESTUDANTE                     ,1 Grau completo                         
ARARAQUARA                              ,2020-03-19,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,ENVOLVIMENTO AMOROSO                    ,53,MICRO-EMPRESARIO              ,2 Grau completo                         
GUARACI                                 ,2020-03-19,Consumado,,Dano (art. 163),CASA,,33,PRENDAS DOMESTICAS            ,Superior completo                       
JABOTICABAL                             ,2020-03-19,Consumado,,Lesão corporal (art. 129),CASA,,38,COZINHEIRO(A)                 ,2 Grau completo                         
JABOTICABAL                             ,2020-03-19,Consumado,,Lesão corporal (art. 129),CASA,,0,,
DESCALVADO                              ,2020-03-19,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,UNIAO ESTAVEL                           ,31,PROFESSOR(A)                  ,Superior completo                       
JABOTICABAL                             ,2020-03-19,Consumado,,Ameaça (art. 147),CASA,,38,COZINHEIRO(A)                 ,2 Grau completo                         
JABOTICABAL                             ,2020-03-19,Consumado,,Ameaça (art. 147),CASA,,31,DESEMPREGADO(A)               ,2 Grau completo                         
FRANCA                                  ,2020-03-19,Consumado,,Injúria (art. 140),CASA,,41,AUTONOMO(A)                   ,
FRANCA                                  ,2020-03-19,Consumado,,Ato obsceno (art.233),VIA PÚBLICA,,19,BALCONISTA                    ,
GUARACI                                 ,2020-03-19,Consumado,,Violação de domicílio (art. 150),CASA,,33,PRENDAS DOMESTICAS            ,Superior completo                       
JERIQUARA                               ,2020-03-19,Consumado,,Dano (art. 163),SITIO-OUTROS,,67,PRENDAS DOMESTICAS            ,Superior completo                       
FRANCA                                  ,2020-03-19,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,PARENTESCO                              ,49,SAPATEIRO(A)                  ,
TERRA ROXA                              ,2020-03-19,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art 129 § 9º),CLUBE/CENTRO ESPORTIVO-OUTROS,ENVOLVIMENTO AMOROSO                    ,42,ADVOGADO(A)                   ,Superior completo                       
RIBEIRAO PRETO                          ,2020-03-19,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,CASAMENTO                               ,28,NAO INFORMADA                 ,
OLIMPIA                                 ,2020-03-19,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,UNIAO ESTAVEL                           ,0,PRENDAS DOMESTICAS            ,2 Grau completo                         
S.JOAQUIM DA BARRA                      ,2020-03-19,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art 129 § 9º),CASA,ENVOLVIMENTO AMOROSO                    ,27,BALCONISTA                    ,2 Grau completo                         
S.JOAQUIM DA BARRA                      ,2020-03-19,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,ENVOLVIMENTO AMOROSO                    ,27,BALCONISTA                    ,2 Grau completo                         
S.JOAQUIM DA BARRA                      ,2020-03-19,Consumado,VIOLÊNCIA DOMESTICA,Dano (art. 163),CASA,ENVOLVIMENTO AMOROSO                    ,27,BALCONISTA                    ,2 Grau completo                         
RIBEIRAO PRETO                          ,2020-03-19,Consumado,,Ameaça (art. 147),CASA,,29,ENFERMEIRO(A)                 ,2 Grau completo                         
TERRA ROXA                              ,2020-03-19,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),CLUBE/CENTRO ESPORTIVO-OUTROS,ENVOLVIMENTO AMOROSO                    ,42,ADVOGADO(A)                   ,Superior completo                       
RIBEIRAO PRETO                          ,2020-03-19,Consumado,,Lesão corporal (art. 129),CASA,,29,ENFERMEIRO(A)                 ,2 Grau completo                         
RIBEIRAO PRETO                          ,2020-03-19,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),CASA,PARENTESCO                              ,22,FAXINEIRO(A)                  ,
BARRINHA                                ,2020-03-19,Consumado,,Difamação (art. 139),WHATSAPP,,59,APOSENTADO(A)                 ,Superior completo                       
PRADOPOLIS                              ,2020-03-19,Consumado,,Maus-tratos (art. 136),CASA,,16,ESTUDANTE                     ,
FRANCA                                  ,2020-03-19,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),CASA,PARENTESCO                              ,71,NAO INFORMADA                 ,
PITANGUEIRAS                            ,2020-03-19,Consumado,,Ameaça (art. 147),CASA,,30,NAO INFORMADA                 ,
PITANGUEIRAS                            ,2020-03-19,Consumado,,Injúria (art. 140),CASA,,30,NAO INFORMADA                 ,
FRANCA                                  ,2020-03-19,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,PARENTESCO                              ,71,NAO INFORMADA                 ,
S.JOAQUIM DA BARRA                      ,2020-03-19,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),CASA,ENVOLVIMENTO AMOROSO                    ,27,BALCONISTA                    ,2 Grau completo                         
FRANCA                                  ,2020-03-19,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,ENVOLVIMENTO AMOROSO                    ,24,ESTUDANTE                     ,
OLIMPIA                                 ,2020-03-19,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,PARENTESCO                              ,29,BANCARIO(A)                   ,Superior completo                       
FRANCA                                  ,2020-03-19,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art 129 § 9º),CASA,UNIAO ESTAVEL                           ,34,RECEPCIONISTA                 ,Superior completo                       
ARARAQUARA                              ,2020-03-19,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,CASAMENTO                               ,35,PRENDAS DOMESTICAS            ,1 Grau incompleto                       
ARARAQUARA                              ,2020-03-19,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,PARENTESCO                              ,15,ESTUDANTE                     ,2 Grau incompleto                       
BEBEDOURO                               ,2020-03-19,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art 129 § 9º),CASA,UNIAO ESTAVEL                           ,51,PRENDAS DOMESTICAS            ,Analfabeto                              
GUARIBA                                 ,2020-03-19,Consumado,,Estupro de vulneravel (art.217-A),VIA PÚBLICA,,14,ESTUDANTE                     ,1 Grau incompleto                       
ARARAQUARA                              ,2020-03-19,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,PARENTESCO                              ,18,ESTUDANTE                     ,2 Grau incompleto                       
ITAPOLIS                                ,2020-03-19,Consumado,,Ameaça (art. 147),CASA,,31,DESEMPREGADO                  ,2 Grau completo                         
ITAPOLIS                                ,2020-03-19,Consumado,,Injúria (art. 140),CASA,,31,DESEMPREGADO                  ,2 Grau completo                         
ITAPOLIS                                ,2020-03-19,Consumado,,Calúnia (art. 138),CASA,,31,DESEMPREGADO                  ,2 Grau completo                         
ITAPOLIS                                ,2020-03-19,Consumado,,Ameaça (art. 147),WHATSAPP,,26,SECRETARIO(A)                 ,1 Grau completo                         
FRANCA                                  ,2020-03-19,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,UNIAO ESTAVEL                           ,34,RECEPCIONISTA                 ,Superior completo                       
TAQUARITINGA                            ,2020-03-19,Consumado,,Injúria (art. 140),CASA,,17,,2 Grau incompleto                       
FRANCA                                  ,2020-03-19,Consumado,,Ameaça (art. 147),CASA,,23,SAPATEIRO(A)                  ,2 Grau completo                         
VIRADOURO                               ,2020-03-19,Consumado,,Injúria (art. 140),OUTROS,,48,,
TAQUARITINGA                            ,2020-03-19,Consumado,,Ameaça (art. 147),CASA,,17,,2 Grau incompleto                       
SERTAOZINHO                             ,2020-03-19,Consumado,,Difamação (art. 139),METALÚRGICA-ESCRITÓRIO,,18,OUTROS                        ,2 Grau incompleto                       
BEBEDOURO                               ,2020-03-19,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,UNIAO ESTAVEL                           ,25,BALCONISTA                    ,Superior completo                       
BEBEDOURO                               ,2020-03-19,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),CASA,UNIAO ESTAVEL                           ,25,BALCONISTA                    ,Superior completo                       
FRANCA                                  ,2020-03-19,Consumado,,Ameaça (art. 147),CASA,,41,AUTONOMO(A)                   ,
S.CARLOS                                ,2020-03-19,Consumado,,Ameaça (art. 147),CASA,,41,FUNCION.PUBLICO ESTADUAL      ,2 Grau completo                         
ARARAQUARA                              ,2020-03-19,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,PARENTESCO                              ,48,,
S.CARLOS                                ,2020-03-19,Consumado,,Ameaça (art. 147),CASA,,56,COPEIRO(A)                    ,1 Grau incompleto                       
TERRA ROXA                              ,2020-03-19,Consumado,,Injúria (art. 140),CASA,,66,,
ARARAQUARA                              ,2020-03-19,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,PARENTESCO                              ,18,ESTUDANTE                     ,2 Grau incompleto                       
FRANCA                                  ,2020-03-19,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),CASA,PARENTESCO                              ,49,SAPATEIRO(A)                  ,
FRANCA                                  ,2020-03-20,Consumado,,Art. 215A - Importunação Sexual,CAMARA DE VEREADORES,,36,ADVOGADO(A)                   ,
S.RITA PASSA QUATRO                     ,2020-03-20,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),CASA,UNIAO ESTAVEL                           ,30,PRENDAS DOMESTICAS            ,1 Grau completo                         
RIBEIRAO PRETO                          ,2020-03-20,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),APARTAMENTO,ENVOLVIMENTO AMOROSO                    ,24,RECEPCIONISTA                 ,
RIBEIRAO PRETO                          ,2020-03-20,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),APARTAMENTO,ENVOLVIMENTO AMOROSO                    ,24,RECEPCIONISTA                 ,
ARARAQUARA                              ,2020-03-20,Consumado,,Ameaça (art. 147),BERÇÁRIO/CRECHE,,48,NAO INFORMADA                 ,
BARRETOS                                ,2020-03-20,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,ENVOLVIMENTO AMOROSO                    ,34,PRENDAS DOMESTICAS            ,Superior incompleto                     
ARARAQUARA                              ,2020-03-20,Consumado,,Injúria (art. 140),BERÇÁRIO/CRECHE,,48,NAO INFORMADA                 ,
RIBEIRAO PRETO                          ,2020-03-20,Consumado,,Difamação (art. 139),FACEBOOK,,24,RECEPCIONISTA                 ,
ARARAQUARA                              ,2020-03-20,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,UNIAO ESTAVEL                           ,21,,2 Grau completo                         
RIBEIRAO PRETO                          ,2020-03-20,Consumado,,Injúria (art. 140),FACEBOOK,,24,RECEPCIONISTA                 ,
ARARAQUARA                              ,2020-03-20,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),CASA,UNIAO ESTAVEL                           ,21,,2 Grau completo                         
RIBEIRAO PRETO                          ,2020-03-20,Consumado,,Calúnia (art. 138),FACEBOOK,,24,RECEPCIONISTA                 ,
ARARAQUARA                              ,2020-03-20,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,UNIAO ESTAVEL                           ,21,,2 Grau completo                         
OLIMPIA                                 ,2020-03-20,Consumado,,Ameaça (art. 147),BAR/BOTEQUIM-OUTROS,,34,CAMAREIRO(A)                  ,1 Grau completo                         
S.ANTONIO DA ALEGRIA                    ,2020-03-20,Consumado,,Ameaça (art. 147),FAZENDA-OUTROS,,34,PRENDAS DOMESTICAS            ,2 Grau incompleto                       
MIGUELOPOLIS                            ,2020-03-20,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art 129 § 9º),CASA,UNIAO ESTAVEL                           ,30,PRENDAS DOMESTICAS            ,2 Grau incompleto                       
ITAPOLIS                                ,2020-03-20,Consumado,,Ameaça (art. 147),CASA,,27,PRENDAS DOMESTICAS            ,2 Grau incompleto                       
RIBEIRAO PRETO                          ,2020-03-20,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CHÁCARA-CASA,CONHECIDO                               ,77,APOSENTADO(A)                 ,Superior completo                       
RIBEIRAO PRETO                          ,2020-03-20,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),CASA,PARENTESCO                              ,75,PRENDAS DOMESTICAS            ,
RIBEIRAO PRETO                          ,2020-03-20,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,PARENTESCO                              ,75,PRENDAS DOMESTICAS            ,
RIBEIRAO PRETO                          ,2020-03-20,Consumado,,Lesão corporal (art. 129),APARTAMENTO-CORREDOR,,37,NUTRICIONISTA                 ,Superior completo                       
RIBEIRAO PRETO                          ,2020-03-20,Consumado,,Injúria (art. 140),APARTAMENTO-CORREDOR,,37,NUTRICIONISTA                 ,Superior completo                       
S.CARLOS                                ,2020-03-20,Consumado,,Ameaça (art. 147),CASA,,80,APOSENTADO(A)                 ,2 Grau completo                         
S.RITA PASSA QUATRO                     ,2020-03-20,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art 129 § 9º),CASA,UNIAO ESTAVEL                           ,30,PRENDAS DOMESTICAS            ,1 Grau completo                         
BORBOREMA                               ,2020-03-20,Consumado,,Lesão corporal (art. 129),VIA PÚBLICA,,30,MANICURE                      ,1 Grau completo                         
RIBEIRAO PRETO                          ,2020-03-20,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,UNIAO ESTAVEL                           ,42,AUXILIAR GERAL                ,
OLIMPIA                                 ,2020-03-20,Consumado,,Ameaça (art. 147),CASA,,65,,
FRANCA                                  ,2020-03-20,Consumado,,Lesão corporal (art. 129),VIA PÚBLICA,,29,NAO INFORMADA                 ,
OLIMPIA                                 ,2020-03-20,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,IGNORADO                                ,34,MOTOTAXISTA                   ,1 Grau completo                         
OLIMPIA                                 ,2020-03-20,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,ENVOLVIMENTO AMOROSO                    ,55,,
S.RITA PASSA QUATRO                     ,2020-03-20,Consumado,VIOLÊNCIA DOMESTICA,Dano (art. 163),CASA,UNIAO ESTAVEL                           ,30,PRENDAS DOMESTICAS            ,1 Grau completo                         
GUAIRA                                  ,2020-03-20,Consumado,,Ameaça (art. 147),OUTROS,,41,MANICURE                      ,
GUAIRA                                  ,2020-03-20,Consumado,,Ameaça (art. 147),CASA,,29,PRENDAS DOMESTICAS            ,2 Grau incompleto                       
GUAIRA                                  ,2020-03-20,Consumado,,Ameaça (art. 147),CASA,,14,ESTUDANTE                     ,1 Grau incompleto                       
TAQUARITINGA                            ,2020-03-20,Consumado,,Injúria (art. 140),CASA,,59,APOSENTADO(A)                 ,Superior completo                       
BRODOWSKI                               ,2020-03-20,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,ENVOLVIMENTO AMOROSO                    ,28,ACOUGUEIRO(A)                 ,2 Grau incompleto                       
OLIMPIA                                 ,2020-03-20,Consumado,,Injúria (art. 140),CASA,,65,,
TAQUARITINGA                            ,2020-03-20,Consumado,,Ameaça (art. 147),CASA,,59,APOSENTADO(A)                 ,Superior completo                       
IBITINGA                                ,2020-03-20,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art 129 § 9º),VIA PÚBLICA,UNIAO ESTAVEL                           ,16,ESTUDANTE                     ,1 Grau completo                         
ITUVERAVA                               ,2020-03-20,Consumado,,Estupro de vulneravel (art.217-A),CASA,,9,ESTUDANTE                     ,1 Grau completo                         
TERRA ROXA                              ,2020-03-20,Consumado,,Ameaça (art. 147),CASA,,27,LAVRADOR(A)                   ,1 Grau incompleto                       
JABOTICABAL                             ,2020-03-20,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),APLICATIVOS DE MENSAGENS,UNIAO ESTAVEL                           ,20,FAXINEIRO(A)                  ,2 Grau incompleto                       
JABOTICABAL                             ,2020-03-20,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,ENVOLVIMENTO AMOROSO                    ,27,DESEMPREGADO(A)               ,2 Grau completo                         
JARDINOPOLIS                            ,2020-03-20,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,UNIAO ESTAVEL                           ,34,PRENDAS DOMESTICAS            ,2 Grau completo                         
JARDINOPOLIS                            ,2020-03-20,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,UNIAO ESTAVEL                           ,29,PRENDAS DOMESTICAS            ,1 Grau completo                         
BEBEDOURO                               ,2020-03-20,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,PARENTESCO                              ,62,PRENDAS DOMESTICAS            ,1 Grau incompleto                       
CRAVINHOS                               ,2020-03-20,Consumado,,"Divulgação de cena de estupro e imagens de nudez, sexo ou pornografia(Art.218-C)",FACEBOOK,,14,ESTUDANTE                     ,2 Grau incompleto                       
CRAVINHOS                               ,2020-03-20,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art 129 § 9º),CASA,ENVOLVIMENTO AMOROSO                    ,28,ESCRITURARIO(A)               ,
GUARA                                   ,2020-03-20,Consumado,,Ameaça (art. 147),VIA PÚBLICA,,40,NAO INFORMADA                 ,Superior completo                       
JARDINOPOLIS                            ,2020-03-20,Consumado,,Ameaça (art. 147),CASA,,29,PRENDAS DOMESTICAS            ,1 Grau completo                         
S.RITA PASSA QUATRO                     ,2020-03-20,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,UNIAO ESTAVEL                           ,30,PRENDAS DOMESTICAS            ,1 Grau completo                         
BATATAIS                                ,2020-03-20,Consumado,,Ameaça (art. 147),CASA,,26,PRENDAS DOMESTICAS            ,1 Grau incompleto                       
S.ROSA DE VITERBO                       ,2020-03-20,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,PARENTESCO                              ,49,NAO INFORMADA                 ,
MORRO AGUDO                             ,2020-03-20,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),VIA PÚBLICA-DEFRENTE A RESIDÊNCIA DA VÍTIMA,PARENTESCO                              ,56,FUNCION.PUBLICO MUNICIPAL     ,1 Grau incompleto                       
S.CARLOS                                ,2020-03-20,Consumado,,Ameaça (art. 147),OUTROS,,35,SUPERVISOR(A)                 ,Superior completo                       
S.CARLOS                                ,2020-03-20,Consumado,,Lesão corporal (art. 129),CASA,,26,DESEMPREGADO(A)               ,
GUATAPARA                               ,2020-03-20,Consumado,,A.I.-Lesão corporal (art. 129),VIA PÚBLICA,,66,PRENDAS DOMESTICAS            ,
